form,kind,meaning,name,original,sex,source
form,Anglicized,"gift of God",MATTHIAS,Maththias,male,Greek
form,Pet,"gift of God",MATTIE,Matthew,male,English
form,Anglicized,"gift of God",MATTITHIAH,Mattithyah,male,Hebrew
spelling,Variant,"gift of God",MATTY,Mattie,male,English
form,Contracted,"dark-skinned; Moor",MAURICE,"Latin Mauricius",male,Roman
form,Short,"the greatest rival",MAXIMILIAN,Maximilianus,male,Latin
spelling,Variant,"strong and hardy",MAYNERD,Maynard,male,English
spelling,Variant,stone-worker,MAYSON,Mason,male,English
spelling,Variant,"comely, finely made",MCKENZIE,"unisex Mackenzie",male,English
spelling,Variant,"lives by a meadow",MEADE,"unisex Mead",male,English
form,Anglicized,love,MEDAD,Meydad,male,Hebrew
spelling,Variant,"lives by a meadow",MEED,"unisex Mead",male,English
form,Anglicized,king,MELECH,Melek,male,Hebrew
spelling,Variant,"bad settlement",MELVYN,Melvin,male,English
form,Anglicized,comforter,MENAHEM,Menachem,male,Hebrew
form,Anglicized,"bitter, unhappy",MERARI,Merariy,male,Hebrew
spelling,Variant,"boundary gate",MERIT,"unisex Merritt",male,English
form,English,sea-fort,MERLIN,"Merlinus, the name of a famous wizard of Arthurian legend",male,Latin
form,Unisex,"sea fort",MERLYN,Merlin,male,English
form,Short,marrow-eminent,MERV,Mervin,male,English
spelling,Variant,marrow-eminent,MERVIN,Mervyn,male,English
form,Anglicized,marrow-eminent,MERVYN,Merfyn,male,Welsh
form,Variant,sea-bright,MERYL,"unisex Merrill",male,English
spelling,Variant,sea-bright,MERYLE,"unisex Merrill",male,English
form,Anglicized,"to draw",MESECH,Meshek,male,Hebrew
form,Anglicized,"to draw",MESHECH,Meshek,male,Hebrew
form,Anglicized,"man of God",METHUSAEL,Methuwshael,male,Hebrew
form,Anglicized,"man of the dart",METHUSELAH,Methuwshelach,male,Hebrew
spelling,Variant,"man of God",METUSHAEL,Methusael,male,English
form,Anglicized,"who is like God?",MICAH,Miyka,male,Hebrew
form,Anglicized,"who is like God?",MICAIAH,Miyka,male,Hebrew
spelling,Variant,"who is like God?",MICAJAH,Micaiah,male,English
spelling,Variant,"who is like God?",MICHA,Michah,male,English
form,Anglicized,"who is like God?",MICHAEL,"Michaēl (Hebrew Miyka'el)",male,Greek
form,Anglicized,"who is like God?",MICHAH,Miykah,male,Hebrew
spelling,Variant,"who is like God?",MICHAYA,Micaiah,male,English
form,Pet,"who is like God?",MICK,Michael,male,English
"pet form",Unisex,"who is like God?",MICKEY,"Michael and Michaela, both",male,English
form,Pet,"who is like God?",MICKY,Michael,male,English
form,Anglicized,"strife, war",MIDIAN,Midyan,male,Hebrew
form,Pet,"who is like God?",MIKE,Michael,male,English
form,Pet,"who is like God?",MIKI,Michael,male,English
form,Short,"who is like God?",MITCH,Mitchell,male,English
form,Pet,"dark-skinned; Moor",MO,Morris,male,English
form,Anglicized,water,MOAB,Mowab,male,Hebrew
form,Pet,"drawn out",MOE,Moses,male,English
spelling,Variant,"pointed mountain",MONTE,Monty,male,English
form,Anglicized,"devotee of Marduk (Mars)",MORDECAI,Mordekay,male,Hebrew
spelling,Variant,"devotee of Marduk (Mars)",MORDECHAI,Mordecai,male,English
"variant spelling",English,"sea circle",MORGEN,"Morgan, probably",male,Welsh
form,"Medieval English","dark-skinned; Moor",MORRIS,"Latin Maurice",male,Roman
form,Anglicized,"mariner, seaman",MORTIMER,"Gaelic Muiriartach",male,Irish
form,Short,"drawn out",MOSE,Moses,male,English
form,Anglicized,"drawn out",MOSES,"Moshe and Greek Mouses",male,Hebrew
form,Pet,"sea warrior",MURDANIE,Murdoch,male,English
form,Pet,"sea warrior",MURDIE,Murdoch,male,English
form,Pet,"sea warrior",MURDO,Murdoch,male,English
form,Anglicized,"sea warrior",MURDOCH,"Gaelic Muireadhach",male,Scottish
form,Pet,"sea warrior",MURDY,Murdoch,male,English
form,Pet,"sea warrior",MURTY,Murdock,male,English
spelling,Variant,"son of Mile",MYLES,Miles,male,English
form,Anglicized,"my strife",NAFTALI,Naphtaliy,male,Hebrew
form,Anglicized,snoring,NAHOR,"Nachor (Hebrew Nachowr)",male,Greek
form,Anglicized,comfort,NAHUM,Nachuwm,male,Hebrew
form,Pet,"ardent for peace",NANDY,Ferdinand,male,English
form,Anglicized,"my strife",NAPHTALI,Naphtaliy,male,Hebrew
form,Anglicized,"a giver",NATHAN,Natham,male,Greek
form,English,"given of God",NATHANIEL,Nathanael,male,Greek
spelling,Variant,champion,NEAL,Neil,male,English
form,Anglicized,"man of force",NEAS,"Gaelic Eighneachan",male,Irish
form,Anglicized,"Nebo, defend my crown",NEBUCHADNEZZAR,Nebuwkadnetstsar,male,Hebrew
form,Anglicized,"Nebo, defend my crown",NEBUCHADREZZAR,Nebuwkadnetstsar,male,Hebrew
form,Pet,"guardian of prosperity",NED,Edward,male,English
form,Anglicized,"whom Jehovah impels",NEDABIAH,Nedabyah,male,Hebrew
form,Pet,champion,NEELY,Neal,male,English
form,Anglicized,"Jehovah comforts",NEHEMIAH,Nechemyah,male,Hebrew
form,Anglicized,champion,NEIL,"Gaelic Niall, arrived at this form via Norman French Nel",male,Irish
spelling,Variant,champion,NEILL,Neil,male,English
form,Anglicized,distinguished,NEKODA,Neqowda,male,Hebrew
form,Anglicized,"given of God",NETHANEEL,Nethanel,male,Hebrew
form,Anglicized,"given of Jehovah",NETHANIAH,Nethanyah,male,Hebrew
spelling,Variant,"new town",NEVIL,Neville,male,English
form,Short,"new settlement",NEWT,Newton,male,English
form,Anglicized,"excellent valor",NICHOLAS,"Gaelic Aonghus",male,Irish
form,Short,"victor of the people",NICK,Nicholas/Nickolas,male,English
spelling,Variant,"victor of the people",NICKOLAS,Nicholas,male,English
"pet form",Unisex,"victor of the people",NICKY,"Nichole and Nicholas",male,English
form,Anglicized,"dreaded striker",NIDHOGG,"Norse Níðhöggr",male,Old
spelling,Variant,champion,NIEL,Neil,male,English
form,Anglicized,rebel,NIMROD,Nimrowd,male,Hebrew
form,Anglicized,rest,NOAH,"Noe (Hebrew Noach)",male,Greek
form,English,"day of birth",NOEL,Noël,male,French
form,Anglicized,"shining splendor",NOGAH,Nogahh,male,Hebrew
spelling,Variant,"little champion",NOLAND,Nolan,male,English
form,Short,northman,NORM,Norman,male,English
form,English,northman,NORMAN,Nordemann,male,Teutonic
form,English,"north protection",NORMAND,Normund,male,Norwegian
form,Pet,northman,NORRIE,Norman,male,English
spelling,Variant,"day of birth",NOWELL,Noel,male,English
form,Anglicized,fish,NUN,Nuwn,male,Hebrew
form,Anglicized,"servant of God",OBADIAH,Obadyah,male,Hebrew
form,Anglicized,"servant of Edom",OBED-EDOM,"Obed Edown",male,Hebrew
form,Anglicized,"serving, worshiping",OBED,Owbed,male,Hebrew
form,English,"elf ruler",OBERON,Auberon,male,French
form,Anglicized,restorer,ODED,Owded,male,Hebrew
form,Anglicized,"little sallow one",ODRAN,"Gaelic Odhrán",male,Irish
spelling,Variant,gold,OFER,Ofir,male,English
spelling,Variant,gold,OFIR,Ophir,male,English
form,Short,"elf army",OLI,"Oliver, probably",male,English
form,English,"elf army",OLIVER,"Olivier, probably",male,French
"pet form",Unisex,"elf army",OLLIE,"Oliver and Olivia, both probably",male,English
form,Anglicized,"eloquent, talkative",OMAR,Owmar,male,Hebrew
form,Anglicized,"pupil of Jehovah",OMRI,Omriy,male,Hebrew
form,Anglicized,vigor,ON,Own,male,Hebrew
form,Anglicized,"vigorous, strong",ONAM,Ownam,male,Hebrew
spelling,Variant,gold,OPHER,Ophir,male,English
form,Anglicized,gold,OPHIR,Owphiyr,male,Hebrew
form,Anglicized,"little sallow one",ORAN,"Gaelic Odhrán",male,Irish
form,Anglicized,"privileged birth",ORIAN,"Welsh Urien",male,Middle
spelling,Variant,"descendant of Ruadh",ORMONDE,Ormond,male,English
spelling,Variant,"little sallow one",ORRIN,Oran,male,English
spelling,Variant,"golden city",ORVAL,"Orville, probably",male,English
spelling,Variant,"divine protection",OSMAN,Osmond,male,English
form,English,"divine protection",OSMOND,Osmund,male,Anglo-Saxon
form,Anglicized,"little deer",OSSIAN,"Gaelic Oisín",male,Irish
form,Anglicized,"lion of God",OTHNIEL,Othniyel,male,Hebrew
spelling,Variant,"lion of God",OTNIEL,Othniel,male,English
spelling,Variant,"son of Otto",OTTIS,Otis,male,English
form,Anglicized,"born of yew",OWEN,"Gaelic Eóghan",male,Irish
"short form",English,god,OZ,"names beginning with Os-",male,longer
spelling,Variant,"divine power",OZZIE,"English Oswald",male,Middle
spelling,Variant,"divine power",OZZY,"English Ozzie",male,Middle
form,Pet,"Passover; Easter",PACEY,Pace,male,English
form,Anglicized,"patrician; of noble birth",PADDY,"Gaelic Paidí",male,Irish
form,Anglicized,"little patrician",PADEN,"Gaelic Páidín",male,Irish
form,Anglicized,"governor of Moab",PAHATH-MOAB,Pachath-mowab,male,Hebrew
form,Short,church,PAISE,"unisex Paisley",male,English
form,Anglicized,distinguished,PALLU,Palluw,male,Hebrew
spelling,Variant,distinguished,PALU,Pallu,male,English
spelling,Variant,wanderer,PARRY,Perry,male,English
form,Anglicized,"patrician; of noble descent",PATRICK,"Gaelic Pádraig",male,Irish
form,"English and French",small,PAUL,Paulus,male,Latin
"pet form",English,small,PAULIE,Paul,male,English/French
spelling,Variant,"rock, stone",PEARCE,Piers,male,English
spelling,Variant,"rock, stone",PEERS,Piers,male,English
form,Anglicized,"Jehovah sees",PEKAHIAH,Peqachyah,male,Hebrew
form,Short,"pierced valley",PERCE,Percival,male,English
form,English,"pierced valley",PERCIVAL,Percevel,male,French
form,Pet,wanderer,PERRY,Peregrine,male,English
form,Short,"rock, stone",PETE,Peter,male,English
form,Anglicized,"patrician, of noble descent",PETER,"Gaelic P� draig",male,Scottish
form,Pet,"rock, stone",PETERKIN,Peter,male,English
spelling,Variant,"Pæga's settlement",PEYTON,"unisex Payton",male,English
form,Anglicized,distinguished,PHALLU,Palluw,male,Hebrew
form,Anglicized,"little wolf",PHELAN,"Gaelic Faolán",male,Irish
form,Anglicized,hospitable,PHELIM,"Gaelic Féidhlim",male,Irish
form,Short,"lover of horses",PHIL,Philip,male,English
form,Anglicized,hospitable,PHILIP,"Gaelic Féidhlim",male,Irish
spelling,Variant,"lover of horses",PHILIPE,Philip,male,English
spelling,Variant,"lover of horses",PHILLIP,Philip,male,English
spelling,Variant,"mouth of brass",PHINEAS,Phinehas,male,English
form,Anglicized,"mouth of brass",PHINEHAS,"Piynechac, a form of Egyptian Panhsj (""the Nubian""), but translated from Hebrew pinechac",male,Hebrew
form,Latin,crimson,PHOENIX,Phoinix,male,Greek
spelling,Variant,"rock, stone",PIERCE,Piers,male,English
form,French,"rock, stone",PIERRE,Petrus,male,Latin
form,Pet,"lover of horses",PIP,Philip,male,English
form,English,"display, solemn procession",POMPEY,"Latin Pompeius",male,Roman
form,Anglicized,cunning,PREMISLAS,Premislaus,male,Latin
form,Anglicized,cunning,PREMYSLAS,Premislaus,male,Latin
form,Short,fifth,QUIN,Quinton,male,English
spelling,Variant,fifth,QUINCEY,Quincy,male,English
spelling,Variant,"red cliff",RADCLYFFE,Radcliff,male,English
spelling,Variant,"wise protector",RAE,Ray,male,English
spelling,Variant,"wise ruler",RAINARD,Reynard,male,English
form,English,"wise wolf",RALPH,"French Raulf",male,Norman
form,Pet,"wise wolf",RALPHIE,Ralph,male,English
form,Anglicized,"a lofty place",RAMA,"Rhama (Hebrew Ramah)",male,Greek
form,"Scottish Anglicized","wise ruler",RANALD,"Gaelic Raghnall",male,Irish
spelling,Variant,shield-wolf,RANDALL,Randal,male,English
spelling,Variant,shield-wolf,RANDELL,Randal,male,English
spelling,Variant,shield-wolf,RANDOLF,"English Randulf",male,Middle
form,Pet,shield-wolf,RANDY,"Randall and Randolph, both",male,English
form,Elaborated,"God is gracious",RASHAUN,Shaun,male,English
form,Elaborated,"God is gracious",RASHAWN,Shawn,male,English
form,Short,beloved,RASTUS,Erastus,male,Latin
form,Short,"wise protector",RAY,Raymond,male,English
form,English,"wise protector",RAYMOND,"French Raimund",male,Old
spelling,Variant,"wise protector",RAYMUND,Raymond,male,English
spelling,Variant,"wise and strong",RAYNARD,Reynard,male,English
form,English,"wise warrior",RAYNER,Rainer,male,German
form,Anglicized,"little poet-king",REARDEN,"Gaelic Rórdán",male,Irish
spelling,Variant,"red-headed; ruddy complexioned",REDD,Red,male,English
form,Anglicized,"wise protector",REDMOND,"Gaelic Réamann",male,Irish
spelling,Variant,"wise protector",REDMUND,Redmond,male,English
spelling,Variant,"ardor, heat of passion",REECE,Reese,male,English
spelling,Variant,"red-headed; ruddy complexioned",REED,Read,male,English
form,Anglicized,"ardor, heat of passion",REES,Rhys,male,Welsh
form,Anglicized,"ardor, heat of passion",REESE,Rhys,male,Welsh
form,Short,"wise ruler",REG,Reginald,male,English
form,Pet,"wise ruler",REGGIE,Reginald,male,English
spelling,Variant,"wise ruler",REGINOLD,Reginald,male,English
form,Anglicized,"who enlarges the people",REHOBOAM,Rechabam,male,Hebrew
spelling,Variant,"red-headed; ruddy complexioned",REID,Read,male,English
form,Anglicized,"behold, a son!",REUBEN,"Rhouben (Hebrew Reuwben)",male,Greek
spelling,Variant,"behold a son!",REUBHEN,Reuben,male,English
form,Anglicized,"friend of God",REUEL,"Rəuwel",male,Hebrew
form,English,"wise ruler",REYNARD,"French Reynaud",male,Norman
form,Short,"powerful ruler",RICH,Richard,male,English
form,English,"powerful ruler",RICHARD,"French Richaud",male,Norman
form,Pet,"powerful ruler",RICHIE,Richard,male,English
form,Pet,"powerful ruler",RICK,Richard,male,English
spelling,Variant,"powerful ruler",RICKEY,Ricky,male,English
spelling,Variant,"powerful ruler",RICKI,Rickie,male,English
spelling,Variant,"powerful ruler",RICKIE,Ricky,male,English
form,Pet,"powerful ruler",RICKY,Richard,male,English
form,Short,"man of God",RIEL,Gabriel,male,English
spelling,Variant,"powerful ruler",RIK,Rick,male,English
spelling,Variant,"powerful ruler",RIKKI,Ricky,male,English
form,Anglicized,pomegranate,RIMMON,Rimmown,male,Hebrew
form,Unisex,pomegranate,RIMON,Rimmon,male,English
form,Anglicized,"little poet-king",RIORDAN,"Gaelic Rórdán",male,Irish
spelling,Variant,"powerful ruler",RITCHIE,Richie,male,English
form,Short,"bright fame",ROB,Robert,male,English
"pet form",Unisex,"bright fame",ROBBIE,"Robert and Roberta",male,English
form,Pet,"bright fame",ROBBY,Robert,male,English
form,English,"bright fame",ROBERT,Hreodbeorht,male,Anglo-Saxon
"pet form",Unisex,"bright fame",ROBIN,"Robert and Roberta",male,English
form,Pet,"famous power",RODDY,Roderick,male,English
spelling,Variant,"famous power",RODERIC,Roderick,male,English
form,Anglicized,reddish-brown,RODERICK,"Welsh Rhydderch",male,Old
form,Short,"famous spear",RODGE,Rodger,male,English
spelling,Variant,"famous spear",RODGER,Roger,male,English
form,Anglicized,"little red one",ROHAN,"Gaelic Ruadhán",male,Irish
form,Contracted,"famous wolf",ROLF,"High German Hrodwulf",male,Old
"variant spelling",English,"famous land",ROLLAND,"French Roland",male,Norman
form,Pet,"famous land",ROLLO,Rolland,male,English
form,Pet,"famous land",ROLLY,Rolland,male,English
spelling,Variant,"famous land",ROLO,Rollo,male,English
spelling,Variant,"famous land",ROLY,Rolly,male,English
form,Short,"wise ruler",RON,Ronald,male,English/Scottish
form,Pet,"wise ruler",RONNIE,Ronald,male,English/Scottish
spelling,Variant,"wise ruler",RONNY,Ronnie,male,English/Scottish
spelling,Variant,"red king",RORIE,Rory,male,English
form,Anglicized,"red king",RORY,"Gaelic Ruairí",male,Irish
form,"Medieval English","famous land",ROWLAND,"French Roland",male,Norman
form,Pet,"famous land",ROWLEY,Rowland,male,English
spelling,Variant,king,ROYALE,Royal,male,English
form,Pet,"behold, a son!",RUBE,Reuben,male,English
form,Pet,"behold, a son",RUBY,Reuben,male,English
form,Pet,"famous wolf",RUDY,Rudolph,male,English
form,Short,"little red one",RUSS,Russell,male,English
spelling,Variant,"little red one",RUSSEL,Russell,male,English
form,Pet,"roe-buck leap",SACHIE,Sacheverell,male,English
form,Anglicized,"righteous faith",SALADIN,Salah-al-Din,male,Arabic
form,Anglicized,"a missile, weapon",SALAH,Shelach,male,Hebrew
form,Anglicized,"borrowed from God",SALATHIEL,Shealtiyel,male,Hebrew
form,Anglicized,shady,SALMON,Tsalmown,male,Hebrew
"short form",Unisex,"heard of God",SAM,"Samantha and Samuel, both",male,English
spelling,Variant,"heard of God",SAMMIE,"unisex Sammy",male,English
"pet form",Unisex,"heard of God",SAMMY,"Samantha and Samuel, both",male,English
form,Anglicized,"like the sun",SAMSON,"Sampson (Hebrew Shimshown)",male,Greek
form,Anglicized,"heard of God",SAMUEL,"Samouel (Hebrew Shemuwel)",male,Greek
form,Short,"defender of mankind",SANDER,Alexander,male,English
spelling,Variant,"sand ford",SANDFORD,Sanford,male,English
spelling,Variant,Scotsman,SCOT,Scott,male,English
form,Pet,Scotsman,SCOTTIE,Scott,male,English
spelling,Variant,Scotsman,SCOTTY,Scottie,male,English
spelling,Variant,"St Maurus",SEAMOUR,Seymour,male,English
form,Anglicized,"God is gracious",SEAN,"Gaelic Seán",male,Irish
form,English,"from Sebaste",SEBASTIAN,Sébastien,male,French
form,Anglicized,"hairy, rough",SEIR,Seiyr,male,Hebrew
form,Anglicized,"a rock",SELA,Cela,male,Hebrew
form,Anglicized,"a rock",SELAH,Cela,male,Hebrew
form,Anglicized,"Sin (the moon god) has taken the place of brothers to me",SENNACHERIB,Cancheriyb,male,Hebrew
form,Anglicized,buttocks,SETH,Sheth,male,Hebrew
spelling,Variant,battle,SHAD,Chad,male,English
form,Anglicized,retribution,SHALLUM,Shalluwm,male,Hebrew
form,Anglicized,"a message, tidings",SHAMER,Shamuwr,male,Hebrew
form,Anglicized,"a message, tidings",SHAMIR,Shamuwr,male,Hebrew
form,Anglicized,supplanter,SHAMUS,"Gaelic Séamus",male,Irish
form,Anglicized,"God is gracious",SHANE,"Gaelic Seán",male,Irish
spelling,Variant,"old river",SHANNEN,"unisex Shannon",male,English
"variant spelling",English,handsome,SHAQUILLE,Shakil,male,Arabic
form,Anglicized,"asked for, desired",SHAUL,Shauwl,male,Hebrew
spelling,Variant,"God is gracious",SHAUN,Shawn,male,English
form,Anglicized,hawk-like,SHAW,"Gaelic Seaghdh",male,Scottish
spelling,Variant,"God is gracious",SHAWN,Sean,male,English
spelling,Variant,hawk-like,SHAY,"unisex Shea",male,English
spelling,Variant,hawk-like,SHAYE,"unisex Shea",male,English
spelling,Variant,"God is gracious",SHAYNE,Shane,male,English
form,Anglicized,"borrowed from God",SHEALTIEL,Shealtiyel,male,Hebrew
spelling,Variant,supplanter,SHEAMUS,Shamus,male,English
form,Short,"clearing near a ledge/slope",SHELL,"unisex Shelley",male,English
form,Anglicized,"my peace",SHELOMI,Shelomiy,male,Hebrew
form,Anglicized,"friend of God",SHELUMIEL,Shelumiyel,male,Hebrew
form,Anglicized,"whom Jehovah has answered",SHEMAIAH,Shemayah,male,Hebrew
form,Anglicized,"heard of God",SHEMUEL,Shemuwel,male,Hebrew
form,Anglicized,"whom Jehovah defends",SHEPHATIAH,Shephatyah,male,Hebrew
form,Anglicized,"he who is to be sent",SHILOH,"Shiyloh, of uncertain etymology",male,Hebrew
form,Anglicized,"famous, renowned",SHIMEA,Shimiy,male,Hebrew
form,Anglicized,"famous, renowned",SHIMEI,Shimiy,male,Hebrew
form,Anglicized,"famous, renowned",SHIMHI,Shimiy,male,Hebrew
form,Anglicized,"famous, renowned",SHIMI,Shimiy,male,Hebrew
form,Anglicized,sowing,SHOLTO,"Gaelic Sìoltach",male,Scottish
form,Pet,"bold victory",SIB,"English Sibald",male,Middle
spelling,Variant,"bold victory",SIBALD,"English Sybald",male,Middle
form,Pet,"bold victory",SIBBE,"English Sibald",male,Middle
