"id","name","derivation","form","kind","meaning","original","sex","source"
"3369","Uthai","Anglicized form of Hebrew Uwthay: whom Jehovah helps","form","Anglicized","whom Jehovah helps","Uwthay","male","Hebrew"
"3370","Uz","Anglicized form of Hebrew Uwts: soft and sandy earth","form","Anglicized","soft and sandy earth","Uwts","male","Hebrew"
"3371","Uzal","Anglicized form of Hebrew Uwzal, of uncertain derivation: to depart, to leave","form","Anglicized","to depart, to leave","Uwzal, of uncertain derivation","male","Hebrew"
"3372","Uzia","Variant spelling of English Uzzia: power of Jehovah","spelling","Variant","power of Jehovah","Uzzia","male","English"
"3373","Uziah","Variant spelling of English Uzzia: power of Jehovah","spelling","Variant","power of Jehovah","Uzzia","male","English"
"3374","Uziel","Variant spelling of English Uzziel: God is my strength","spelling","Variant","God is my strength","Uzziel","male","English"
"3375","Uzzia","Anglicized form of Hebrew Uzziya: power of Jehovah","form","Anglicized","power of Jehovah","Uzziya","male","Hebrew"
"3376","Uzziah","Variant spelling of English Uzzia: power of Jehovah","spelling","Variant","power of Jehovah","Uzzia","male","English"
"3377","Uzziel","Anglicized form of Hebrew Uzziyel: God is my strength","form","Anglicized","God is my strength","Uzziyel","male","Hebrew"
"3378","Val","Unisex short form of English Valentine and Latin Valentina, both: healthy, strong","short form","Unisex","healthy, strong","Valentine and Latin Valentina, both","female","English"
"3379","Val","Unisex short form of English Valentine and Latin Valentina, both: healthy, strong","short form","Unisex","healthy, strong","Valentine and Latin Valentina, both","male","English"
"3380","Valarie","English variant spelling of Roman Latin Valerie: to be healthy, to be strong","variant spelling","English","to be healthy, to be strong","Latin Valerie","female","Roman"
"3381","Valary","English variant spelling of Roman Latin Valerie: to be healthy, to be strong","variant spelling","English","to be healthy, to be strong","Latin Valerie","female","Roman"
"3382","Valentine","Feminine form of French Valentin: healthy, strong","form","Feminine","healthy, strong","Valentin","female","French"
"3383","Valentine","English form of Latin Valentinus: healthy, strong","form","English","healthy, strong","Valentinus","male","Latin"
"3384","Valorie","Variant spelling of English Valerie: to be healthy, to be strong","spelling","Variant","to be healthy, to be strong","Valerie","female","English"
"3385","Van","Short form of English Vance: lives by a fen/marsh","form","Short","lives by a fen/marsh","Vance","male","English"
"3386","Vena","Short form of Middle English Alvena: elf friend","form","Short","elf friend","English Alvena","female","Middle"
"3387","Vergil","Variant spelling of English Virgil: flourishing","spelling","Variant","flourishing","Virgil","male","English"
"3388","Verina","English variant spelling of Swiss/German Verena: to fear, to respect","variant spelling","English","to fear, to respect","Verena","female","Swiss/German"
"3389","Vern","Short form of English Vernon: place of alder trees","form","Short","place of alder trees","Vernon","male","English"
"3390","Verna","Feminine form of English Vernon: place of alder trees","form","Feminine","place of alder trees","Vernon","female","English"
"3391","Verne","Variant spelling of English Vern: place of alder trees","spelling","Variant","place of alder trees","Vern","male","English"
"3392","Veronica","Latin form of Macedonian Greek Berenike: bringer of victory","form","Latin","bringer of victory","Greek Berenike","female","Macedonian"
"3393","Vester","Short form of English Sylvester: from the forest","form","Short","from the forest","Sylvester","male","English"
"3394","Vi","Short form of English Violet: violet color","form","Short","violet color","Violet","female","English"
"3395","Vianne","English contracted form of French Viviane: alive; animated; lively","contracted form","English","alive; animated; lively","Viviane","female","French"
"3396","Vick","English short form of Roman Latin Victor: conqueror","short form","English","conqueror","Latin Victor","male","Roman"
"3397","Vicki","Variant spelling of English Vickie: conqueror","spelling","Variant","conqueror","Vickie","female","English"
"3398","Vickie","English pet form of Latin Victoria: conqueror","pet form","English","conqueror","Victoria","female","Latin"
"3399","Vicky","English pet form of Latin Victoria: conqueror","pet form","English","conqueror","Victoria","female","Latin"
"3400","Vin","Short form of English Vincent: conquering","form","Short","conquering","Vincent","male","English"
"3401","Vina","Short form of English Davina: beloved","form","Short","beloved","Davina","female","English"
"3402","Vince","Short form of English Vincent: conquering","form","Short","conquering","Vincent","male","English"
"3403","Virgee","Variant spelling of English Virgie: maiden, virgin","spelling","Variant","maiden, virgin","Virgie","female","English"
"3404","Virgie","English pet form of Latin Virginia: maiden, virgin","pet form","English","maiden, virgin","Virginia","female","Latin"
"3405","Virginia","Feminine form of Roman Latin Virginius: maiden, virgin","form","Feminine","maiden, virgin","Latin Virginius","female","Roman"
"3406","Vivian","English form of French Viviane: alive; animated; lively","form","English","alive; animated; lively","Viviane","female","French"
"3407","Vivien","Variant spelling of English Vivian: alive; animated; lively","spelling","Variant","alive; animated; lively","Vivian","female","English"
"3408","Vivyan","Variant spelling of English Vivian: alive, animated, lively","spelling","Variant","alive, animated, lively","Vivian","female","English"
"3409","Vonnie","Pet form of English Evonne: yew tree","form","Pet","yew tree","Evonne","female","English"
"3410","Vortigern","Anglicized form of Old Welsh Guorthigern: high lord","form","Anglicized","high lord","Welsh Guorthigern","male","Old"
"3411","Wallis","Variant spelling of English Wallace: foreigner, stranger","spelling","Variant","foreigner, stranger","Wallace","male","English"
"3412","Walt","Short form of English Walter: ruler of the army","form","Short","ruler of the army","Walter","male","English"
"3413","Walter","English form of German Walther: ruler of the army","form","English","ruler of the army","Walther","male","German"
"3414","Wayland","English form of German Wieland: war territory","form","English","war territory","Wieland","male","German"
"3415","Wenda","Variant form of English Wendy: friend","form","Variant","friend","Wendy","female","English"
"3416","Wendi","Variant spelling of English Wendy: friend","spelling","Variant","friend","Wendy","female","English"
"3417","Wenona","English variant spelling of Native American Dakota Winona: firstborn daughter","variant spelling","English","firstborn daughter","American Dakota Winona","female","Native"
"3418","Wenonah","Variant spelling of English Wenona: firstborn daughter","spelling","Variant","firstborn daughter","Wenona","female","English"
"3419","Wil","Short form of Old English names beginning with Wil-: will","form","Short","will","English names beginning with Wil-","male","Old"
"3420","Wilbur","Variant spelling of Middle English Wilber: wild boar","spelling","Variant","wild boar","English Wilber","male","Middle"
"3421","Wilf","Short form of Middle English Wilfred: desires peace","form","Short","desires peace","English Wilfred","male","Middle"
"3422","Wilfred","Variant spelling of Middle English Wilfrid: desires peace","spelling","Variant","desires peace","English Wilfrid","male","Middle"
"3423","Wilfreda","Feminine form of Middle English Wilfred: desires peace","form","Feminine","desires peace","English Wilfred","female","Middle"
"3424","Will","Short form of English William: will-helmet","form","Short","will-helmet","William","male","English"
"3425","Willa","Feminine form of English Will: will-helmet","form","Feminine","will-helmet","Will","female","English"
"3426","William","English form of Norman French Willelm: will-helmet","form","English","will-helmet","French Willelm","male","Norman"
"3427","Willie","Pet form of English William: will-helmet","form","Pet","will-helmet","William","male","English"
"3428","Willy","Pet form of English Will: will-helmet","form","Pet","will-helmet","Will","male","English"
"3429","Wilma","Feminine form of English William: will-helmet","form","Feminine","will-helmet","William","female","English"
"3430","Win","Short form of English Winfred and Winifred, both: holy reconciliation","form","Short","holy reconciliation","Winfred and Winifred, both","female","English"
"3431","Win","Short form of English Winfred and Winifred, both: holy reconciliation","form","Short","holy reconciliation","Winfred and Winifred, both","male","English"
"3432","Winfred","Variant spelling of Middle English Winfrid: friend of peace","spelling","Variant","friend of peace","English Winfrid","male","Middle"
"3433","Winifred","Anglicized form of Welsh Gwenfrewi: holy reconciliation","form","Anglicized","holy reconciliation","Gwenfrewi","female","Welsh"
"3434","Winnie","Pet form of English Winifred: holy reconciliation","form","Pet","holy reconciliation","Winifred","female","English"
"3435","Wolfe","Variant spelling of English Wolf: wolf","spelling","Variant","wolf","Wolf","male","English"
"3436","Woody","Pet form of English Woodrow ("lives in a row of houses by the wood"), and other names containing Old English wudu: wood","form","Pet","wood","Woodrow ("lives in a row of houses by the wood"), and other names containing Old English wudu","male","English"
"3437","Wymond","Variant spelling of Middle English Wymund: fight-protection","spelling","Variant","fight-protection","English Wymund","male","Middle"
"3438","Wynn","Variant spelling of English Wynne: friend","spelling","Variant","friend","Wynne","male","English"
"3439","Wynne","Elaborated form of English Win: holy reconciliation","form","Elaborated","holy reconciliation","Win","female","English"
"3440","Wynonna","English variant spelling of Native American Dakota Winona: firstborn daughter","variant spelling","English","firstborn daughter","American Dakota Winona","female","Native"
"3441","Wynter","Variant spelling of English Winter: winter","spelling","Variant","winter","Winter","female","English"
"3442","Xan","Short form of English Alexander: defender of mankind","form","Short","defender of mankind","Alexander","male","English"
"3443","Xena","Feminine form of Greek Xenon: foreigner; stranger","form","Feminine","foreigner; stranger","Xenon","female","Greek"
"3444","Xylina","Elaborated form of English Xylia: forest-dweller","form","Elaborated","forest-dweller","Xylia","female","English"
"3445","Xzavier","English form of Basque Xavier: a new house","form","English","a new house","Xavier","male","Basque"
"3446","Yahveh","Variant spelling of English Yahweh: existing one","spelling","Variant","existing one","Yahweh","male","English"
